134,Glasgow,Stirling
135,Glasgow,Stirling
136,Glasgow,Carlisle
137,Glasgow,Dumfries
138,Glasgow,Iona
139,Edinburgh,Stirling
140,Edinburgh,Stirling
141,Edinburgh,Stirling
142,Edinburgh,Stirling
143,Edinburgh,Stirling
144,Edinburgh,Stirling
145,Edinburgh,Stirling
146,Edinburgh,Stirling
147,Edinburgh,Stirling
148,Edinburgh,Stirling
149,Edinburgh,Stirling
150,Edinburgh,Stirling
151,Edinburgh,Stirling
152,Edinburgh,Stirling
153,Edinburgh,Stirling
154,Edinburgh,Stirling
209,Glasgow,Stirling
210,Glasgow,Stirling
211,Glasgow,Stirling
212,Glasgow,Stirling
213,Glasgow,Stirling
214,Glasgow,Alloa
215,Glasgow,Alloa
216,Glasgow,Alloa
217,Glasgow,Alloa
218,Glasgow,Alloa
219,Glasgow,Stirling
220,Edinburgh,Stirling
221,Edinburgh,Stirling
222,Edinburgh,Stirling
223,Edinburgh,Stirling
224,Edinburgh,Stirling
225,Edinburgh,Alloa
226,Edinburgh,Alloa
227,Edinburgh,Alloa
228,Edinburgh,Alloa
,,
211,Glasgow,Hamilton
212,Glasgow,Hamilton
213,Glasgow,Hamilton
214,Glasgow,Hamilton
215,Glasgow,Hamilton
216,Glasgow,Livingston
217,Glasgow,Greenock
218,Glasgow,Gourock
219,Glasgow,Dunoon
220,Edinburgh,Berwick
221,Edinburgh,Berwick
136,Glasgow,Bowling
137,Glasgow,Bowling
138,Glasgow,Bowling
139,Edinburgh,Cupar
140,Edinburgh,Cupar
141,Edinburgh,Cupar
142,Edinburgh,Cupar
139,Edinburgh,Castle Douglas
140,Edinburgh,Aberdeen
136,Glasgow,Aberdeen
137,Glasgow,Bridge of Allan
138,Glasgow,Bridge of Allan
139,Edinburgh,Dunblane
140,Edinburgh,Dunblane
141,Edinburgh,Musselburgh
142,Edinburgh,Musselburgh
